ID,Aat2,Acon1,Acon5,Acy1,Anna,Baez,Baron_harkonnen,Beatles,Bertha,Black_Crow,Blackbird,Blue_Jay,C1,C147,C204,C21,C216_pigtail,C234,C259,C278_PT,C294,C316,C334,C367,C368_PigTail,C485,C487_PigTail,C536,Cactus_tree,Carey,Carnival,Cool_water,Coyote,Darwi_Odrade,Daytripper,Deadpool,Diamond_Joe,Emma_Frost,G3pdh1,Glass_onion_v2,Handy_dandy,Harvest,Heartland,i-109,i-113,i-114,i-120_PigTail,i-126,i-127,i-132,i-135,i129,Imagine,Jackstraw_PigTail,Jam_session,Jericho,Jerry-Garcia,Jokerman,Jude,Julia,Kitty_Pryde,Maggie_mae,Majesty,Miles_teg,Million_miles,Monkey,Mozambique,Neil_Young,Nettie_Moore,Pam,Percy,Pgm1,Piggies,Psylocke,Queen_jane,Ramble,red_ant,Sam_Stonev2,Seastones,Sinv-25,Sinv12,Siona,Sol-11,Sol-18,Sol-20,Sol-42f,Sol-49,Sol-6,Sol-J1,Sol-M2,Sol-M3,Starr,st_stephen,Sun_King,sunrise,Sway,Taxman,Tombstone_blues,Trouble,Tweedy,Walrus,Weight,Wigwam,Workingman_Blues,Yellow_submarine
133,0,NA,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,NA,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1,1,NA,0,0,0,1,0,1,0,1,0,NA,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,NA,0,1,0,0,1,0,1,0,0,1,1
134,0,NA,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,NA,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,1,NA,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1
135,NA,NA,NA,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,NA,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,NA,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1
136,0,NA,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,NA,1,0,1,1,1,1,1,1,NA,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,NA,1,1,1,0,0,0,1,0,0,0,NA,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,NA,0,0,0,0,0,1,1,0,0,1,0
137,1,NA,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0
139,1,NA,0,0,NA,0,NA,0,1,0,1,0,NA,0,0,1,1,1,0,0,1,0,NA,NA,0,1,NA,1,0,1,0,0,NA,NA,1,0,NA,1,1,NA,NA,1,0,0,1,0,0,0,0,NA,0,1,0,0,1,0,NA,0,0,1,0,NA,0,NA,0,0,1,0,0,0,NA,1,0,NA,0,NA,0,0,0,1,0,0,NA,0,0,1,NA,0,NA,1,1,0,0,NA,1,1,0,0,0,NA,1,NA,NA,1,0
140,NA,NA,NA,0,1,NA,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,1,NA,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,NA,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1
142,0,NA,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1
143,0,NA,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,NA,0,0,0,0,1,0,1,0,0,0,1,1,NA,1,NA,0,0,1,0,1,1,1,1,1,0,NA,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,NA,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,NA,1,1,0,0,0,0,NA,NA,1,1,1,1,1,0,0,1,0,0
144,0,NA,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,NA,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,1,NA,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,NA,0,0,0,1,1,NA,1,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1
145,0,NA,1,0,1,0,0,0,1,1,0,1,NA,1,0,1,1,1,0,0,0,1,0,0,0,0,NA,1,0,1,1,0,1,0,1,0,0,NA,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,NA,0,0,0,0,1,1,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,NA,0,0,1,0,0,0,NA,1,0,1,1,0,NA,0,0,NA,1,0
146,0,NA,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0
147,0,NA,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,NA,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,NA,1,1,1,0,1,1,0,NA,NA,0,1
148,0,NA,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,NA,0,1,1
149,0,NA,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,NA,1,NA,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,NA,0,0,0,1,0,0,0,1,1,1,1,NA,0,1,0,NA,0,1,NA,0,0,0,0,1,0,1,1,NA,0,1
151,0,NA,0,NA,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,NA,0,0,0,0,0,NA,1,1,0,1,0,1,0,1,1,0,0,NA,NA,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,NA,0,0,1,0,0,NA,0,NA,NA,0,0
152,0,NA,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,NA,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,NA,1,0,1,0,0,0,NA,1,0,0,1,1,0,1,0,0,1,0
153,0,NA,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,1,0,1,NA,1,1,0,0,0,0,NA,0,NA,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,NA,0,0,0,NA,0,0,0,1,0,1,0,0,NA,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,NA,0,0
154,0,NA,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,NA,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,NA,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,NA,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,NA,0,0,1,1,1,0,0,1,1,0,0
155,0,NA,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,NA,1,0,1,1,NA,1,NA,1,0,0,1,0,NA,NA,1,0,1,0,0,1,0,1,0,NA,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,NA,0,0,0,1,0,0,1,0,0,1,NA,1,1,1,0,0,0,NA,0,1,1,0,0,0,0,NA,NA,1,NA
156,0,NA,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,NA,1,1,1,0,0,NA,1,0,0,0,1,0,1,1,0,1,NA,0,NA,0,NA,0,0,0,0,1,0,0,0,NA,1,1,0,0,1,NA,0,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,NA,1,1,1,1,1,NA,0,1,0,0,NA,1,1,1,1,0,1,1,0,0,1,0
157,0,NA,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,NA,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,NA,1,0,0,1,1,0,0,0,1,0,0
158,0,NA,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,NA,1,1,1,0,0,0,1,NA,1,1,1,1,1,1,NA,1,NA,1,0,0,1,0,1,NA,1,1,0,0,1,0,1,1,0,0,1,0,1,NA,0,1,1,0,NA,0,0,NA,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,NA,NA,1,1,0,0,0,0,1,0,0,1,0
159,0,NA,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1
160,0,NA,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,NA,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,NA,1,1,0,0,1,0,1,0,0,1,1
161,0,NA,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1
163,0,NA,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,NA,1,0,0,1,0,1,1,0,0,0,0,1,0,NA,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,NA,1,1,0,0,0,1,1,0,0,1,0
164,1,NA,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,NA,0,1,1,0,0,0,1,1,0,1,0
165,0,NA,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,0,NA,1,1,0,0,1,1,0,0,0,0,1
166,0,NA,0,NA,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
167,0,NA,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0,NA,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1
168,1,NA,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,NA,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,NA,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,NA,0,0,1,0,1,NA,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
169,0,NA,0,0,1,0,0,0,1,1,0,0,NA,1,0,0,1,0,1,1,0,0,NA,NA,0,1,0,1,0,0,1,0,NA,NA,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,NA,0,0,1,0,1,NA,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,NA,1,1,1,NA,1,NA,1,1,0,1,0
170,0,NA,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
171,0,NA,0,0,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0
172,0,NA,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0
173,0,NA,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,NA,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,NA,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0
174,0,NA,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1
175,0,NA,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
177,0,NA,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,NA,0,0,0,0,1,0,1,1,1,1,0,1,NA,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,NA,0,0,1,0,0,1,0,NA,NA,0,0,0,1,1,1,0,0,NA,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,NA,NA,1,0
179,0,NA,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,NA,1,NA,1,NA,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,NA,0,1,1,1,1,NA,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0
180,0,NA,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,NA,1,NA,1,NA,1,1,0,0,0,NA,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,NA,0,1,1,0,1,NA,1,1,0,0,NA,0,1,0,1,0,0,1,0,NA,1,1
181,1,NA,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,NA,NA,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,NA,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,NA,0,0,NA,0,0,1,NA,0,NA,NA,0,0,1,0
182,0,NA,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,NA,1,0,1,1,0,0,NA,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,NA,0,0,1,1,1,1,1,NA,0,1,NA,0,0,NA,1,0,0,0,1,1,1,0,0,0,0
183,0,NA,1,0,1,0,0,0,0,0,0,0,NA,0,NA,0,0,1,NA,0,1,NA,0,NA,NA,1,NA,1,NA,NA,NA,0,0,NA,0,NA,0,0,0,NA,NA,1,NA,1,1,1,NA,0,1,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,NA,1,NA,NA,0,NA,0,NA,0,NA,0,1,NA,NA,NA,1,0,0,0,0,NA,1,0,1,1,0,0,NA,0,0,0,0,NA,1,1,NA,0,NA,NA,1,NA,NA,0,NA
184,0,NA,NA,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,NA,1,NA,0,1,1,0,NA,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,NA,0,1,1,0,0,NA,0,1,1,0,0,0,0,1,1,0,NA,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,NA,1,0,1,0,1,0,1,NA,0,1,1
185,0,NA,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,NA,1,0,0,1,1,0,NA,1,0,0,1,1,1,0,0,1,0,1,NA,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,NA,NA,1,0,0,1,1,0,0,1,0,1,0,NA,1,1,1,NA,0,0,NA,0,1,1,1,1,0,1,NA,NA,0,0
186,0,NA,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,NA,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,NA,1,1,0,1,1,0,1,NA,0,1,0,0,1,1,0,0,0,1,1
187,0,NA,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1
188,1,NA,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,NA,0,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
189,1,NA,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,NA,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,NA,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0
191,0,NA,0,NA,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,NA,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,NA,1,NA,1,NA,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,0,NA,0,0,1,1,1,NA,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1
192,1,NA,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,NA,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,NA,1,NA,1,NA,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,NA,1,0,1,1,1,NA,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0
193,1,NA,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,NA,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,NA,1,0,0,NA,1,0,1,0
194,0,NA,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,NA,0,1,0,NA,0,0,1,0
197,0,NA,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,NA,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,NA,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,NA,1,1,0,1,0,0,1,1
198,0,NA,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1
199,0,NA,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,NA,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,1,NA,0,0,0,0,0,0,0,NA,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,NA,0,0,1,NA,0,1,0,0
200,0,NA,0,0,1,0,0,0,1,0,0,NA,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,NA,1,1,0,1,NA,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,NA,0,1,0,NA,1,0,0,1
201,1,NA,0,1,1,1,0,0,0,0,1,NA,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,NA,NA,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,NA,0,0,0,1,1,NA,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0,NA,1,1,1,NA,0,0,1,0
202,0,NA,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,NA,NA,1,NA,NA,0,1,1,0,NA,0,1,0,0,NA,1,1,0,0,0,1,0,0,NA,1,1,1,0,NA,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,NA,0,0,0,NA,1,0,0,NA,0,0,NA,1
